Reading in freezeout surface in CCAKE boost invariant format
u1.56108 1.1986 0.0174301
dat: -4.34682 9.67553 10.6383
u_dot_n: 4.99684
m_over_sigma: 0.00719784
Finished reading surface
Surface data read successfully.
Number of points: 136867

There are 328 mesons, 325 baryons and 325 antibaryons

Particle list read successfully.
Number of particles: 978
Sampling particles...
Progress: 0%
Progress: 0% completed
mbar: 0.921363, omega: 0.0243648, max_w: 1.02377
mbar: 0.922601, omega: 0.0397342, max_w: 1.03963
mbar: 0.922887, omega: 0.0653115, max_w: 1.06656
mbar: 0.922681, omega: 0.0522619, max_w: 1.05273
mbar: 0.922736, omega: 0.0594828, max_w: 1.06036
mbar: 0.738548, omega: 0.17774, max_w: 1.58855
mbar: 0.922159, omega: 0.0693241, max_w: 1.07085
mbar: 0.921888, omega: 0.0121511, max_w: 1.01134
mbar: 0.921119, omega: 0.00252743, max_w: 1.00166
mbar: 0.919352, omega: 0.00774836, max_w: 1.0069
mbar: 0.919537, omega: 0.00421228, max_w: 1.00335
mbar: 0.919537, omega: 0.00421228, max_w: 1.00335
mbar: 0.921734, omega: 0.000835093, max_w: 0.999961
mbar: 0.922037, omega: 0.0135344, max_w: 1.01274
mbar: 0.92067, omega: 0.0172513, max_w: 1.01651
mbar: 0.922005, omega: 0.0189869, max_w: 1.01828
mbar: 0.921013, omega: 0.0169887, max_w: 1.01625
mbar: 0.921576, omega: 0.0129353, max_w: 1.01213
mbar: 0.920179, omega: 0.00244311, max_w: 1.00158
mbar: 0.91996, omega: 0.0011662, max_w: 1.0003
mbar: 0.921853, omega: 0.015251, max_w: 1.01448
mbar: 0.92135, omega: 0.0028013, max_w: 1.00193
mbar: 0.920814, omega: 0.00857085, max_w: 1.00773
mbar: 0.920855, omega: 0.0061898, max_w: 1.00533
mbar: 0.920449, omega: 0.0296542, max_w: 1.0292
mbar: 0.922743, omega: 0.0693516, max_w: 1.07088
mbar: 0.921845, omega: 0.0100612, max_w: 1.00923
mbar: 0.923113, omega: 0.0933971, max_w: 1.09694
mbar: 0.922383, omega: 0.00517247, max_w: 1.00431
mbar: 0.921607, omega: 0.0353209, max_w: 1.03505
mbar: 0.919672, omega: 0.0155232, max_w: 1.01476
mbar: 0.919928, omega: 0.00692194, max_w: 1.00607
mbar: 0.925653, omega: 0.137336, max_w: 1.1462
mbar: 0.920717, omega: 0.00695956, max_w: 1.00611
mbar: 0.919848, omega: 0.013768, max_w: 1.01298
mbar: 0.921167, omega: 0.00254717, max_w: 1.00168
mbar: 0.921963, omega: 0.0182523, max_w: 1.01753
mbar: 0.921279, omega: 0.0138815, max_w: 1.01309
mbar: 0.922363, omega: 0.0161706, max_w: 1.01541
mbar: 0.921921, omega: 0.0289547, max_w: 1.02848
mbar: 0.921397, omega: 0.00885746, max_w: 1.00802
mbar: 0.922495, omega: 0.0125499, max_w: 1.01174
mbar: 0.92021, omega: 0.0434984, max_w: 1.04355
mbar: 0.920021, omega: 0.0112882, max_w: 1.01047
mbar: 0.919894, omega: 0.0142121, max_w: 1.01343
mbar: 0.91967, omega: 0.0146607, max_w: 1.01389
mbar: 0.920024, omega: 0.0103865, max_w: 1.00956
mbar: 0.92021, omega: 0.00768395, max_w: 1.00684
mbar: 0.92021, omega: 0.00768395, max_w: 1.00684
mbar: 0.919582, omega: 0.00869739, max_w: 1.00786
mbar: 0.921099, omega: 0.0299717, max_w: 1.02952
mbar: 0.920905, omega: 0.108422, max_w: 1.11354
mbar: 0.92189, omega: 0.0642959, max_w: 1.06548
mbar: 0.921423, omega: 0.0738886, max_w: 1.07575
mbar: 0.923793, omega: 0.0810541, max_w: 1.08348
mbar: 0.921893, omega: 0.105043, max_w: 1.10979
mbar: 0.921142, omega: 0.0288906, max_w: 1.02841
mbar: 0.739686, omega: 0.19023, max_w: 1.62637
mbar: 0.922365, omega: 0.0462753, max_w: 1.04645
mbar: 0.923654, omega: 0.10432, max_w: 1.10898
mbar: 0.924943, omega: 0.0907618, max_w: 1.09404
mbar: 0.923164, omega: 0.0704211, max_w: 1.07202
mbar: 0.922758, omega: 0.0245858, max_w: 1.02399
mbar: 0.919851, omega: 0.0180914, max_w: 1.01737
mbar: 0.921986, omega: 0.0077653, max_w: 1.00692
mbar: 0.919279, omega: 0.00720451, max_w: 1.00636
mbar: 0.919827, omega: 0.00353285, max_w: 1.00267
mbar: 0.92004, omega: 0.00460767, max_w: 1.00374
mbar: 0.919655, omega: 0.0282605, max_w: 1.02777
mbar: 0.919165, omega: 0.00157209, max_w: 1.0007
mbar: 0.92085, omega: 0.00124985, max_w: 1.00038
mbar: 0.919893, omega: 0.0666716, max_w: 1.06801
mbar: 0.920127, omega: 0.0355763, max_w: 1.03531
mbar: 0.922801, omega: 0.0504045, max_w: 1.05078
mbar: 0.920046, omega: 0.0122349, max_w: 1.01143
mbar: 0.920783, omega: 0.00574879, max_w: 1.00489
mbar: 0.921372, omega: 0.00190391, max_w: 1.00103
mbar: 0.921087, omega: 0.00831408, max_w: 1.00747
mbar: 0.919532, omega: 0.00746146, max_w: 1.00661
mbar: 0.92179, omega: 0.0513573, max_w: 1.05178
mbar: 0.923168, omega: 0.117099, max_w: 1.12325
mbar: 0.921131, omega: 0.0809607, max_w: 1.08338
mbar: 0.920673, omega: 0.0773368, max_w: 1.07946
mbar: 0.923524, omega: 0.130686, max_w: 1.13861
mbar: 0.919908, omega: 0.0561476, max_w: 1.05683
mbar: 0.735816, omega: 0.151288, max_w: 1.51358
mbar: 0.922117, omega: 0.0591837, max_w: 1.06004
mbar: 0.923681, omega: 0.0549052, max_w: 1.05551
mbar: 0.921672, omega: 0.0266857, max_w: 1.02615
mbar: 0.92166, omega: 0.0101138, max_w: 1.00928
mbar: 0.921419, omega: 0.00604937, max_w: 1.00519
mbar: 0.922566, omega: 0.110185, max_w: 1.11551
mbar: 0.922062, omega: 0.00584507, max_w: 1.00498
mbar: 0.921654, omega: 0.017283, max_w: 1.01654
mbar: 0.91905, omega: 0.00459502, max_w: 1.00373
mbar: 0.921702, omega: 0.00277254, max_w: 1.0019
mbar: 0.92046, omega: 0.0594054, max_w: 1.06028
mbar: 0.921323, omega: 0.0233961, max_w: 1.02278
mbar: 0.920945, omega: 0.042867, max_w: 1.04289
mbar: 0.920363, omega: 0.0144935, max_w: 1.01372
mbar: 0.919543, omega: 0.00134715, max_w: 1.00048
mbar: 0.921907, omega: 0.00965652, max_w: 1.00882
mbar: 0.91977, omega: 0.00388146, max_w: 1.00302
mbar: 0.919004, omega: 0.0014472, max_w: 1.00058
mbar: 0.918714, omega: 0.00108256, max_w: 1.00021
mbar: 0.732076, omega: -0.0151935, max_w: 1.12599
mbar: 0.920106, omega: 0.00332458, max_w: 1.00246
mbar: 0.921377, omega: 0.0685065, max_w: 1.06997
mbar: 0.921274, omega: 0.119447, max_w: 1.12589
mbar: 0.920034, omega: 0.0882184, max_w: 1.09128
mbar: 0.920492, omega: 0.0895026, max_w: 1.09268
mbar: 0.924058, omega: 0.138311, max_w: 1.14742
mbar: 0.921584, omega: 0.112698, max_w: 1.11832
mbar: 0.921584, omega: 0.112698, max_w: 1.11832
mbar: 0.921795, omega: 0.115746, max_w: 1.12173
mbar: 0.922833, omega: 0.0475888, max_w: 1.04782
mbar: 0.922631, omega: 0.0166751, max_w: 1.01593
mbar: 0.921318, omega: 0.00130756, max_w: 1.00043
mbar: 0.922471, omega: 0.0960447, max_w: 1.09984
mbar: 0.921974, omega: 0.0235427, max_w: 1.02293
mbar: 0.921974, omega: 0.0235427, max_w: 1.02293
mbar: 0.920743, omega: 0.001783, max_w: 1.00091
mbar: 0.923565, omega: 0.081412, max_w: 1.08387
mbar: 0.923565, omega: 0.081412, max_w: 1.08387
mbar: 0.920153, omega: 0.024125, max_w: 1.02352
mbar: 0.920153, omega: 0.024125, max_w: 1.02352
mbar: 0.920787, omega: 0.00449874, max_w: 1.00363
mbar: 0.919802, omega: 0.0665081, max_w: 1.06784
mbar: 0.919802, omega: 0.0665081, max_w: 1.06784
mbar: 0.919823, omega: 0.00368061, max_w: 1.00282
mbar: 0.921543, omega: 0.0355445, max_w: 1.03528
mbar: 0.921543, omega: 0.0355445, max_w: 1.03528
mbar: 0.921678, omega: 0.0263542, max_w: 1.02581
mbar: 0.922034, omega: 0.030092, max_w: 1.02965
mbar: 0.922412, omega: 0.028579, max_w: 1.02809
mbar: 0.920642, omega: 0.0166845, max_w: 1.01594
mbar: 0.920652, omega: 0.00886802, max_w: 1.00803
mbar: 0.919996, omega: 0.00140637, max_w: 1.00054
mbar: 0.9208, omega: 0.00141165, max_w: 1.00054
mbar: 0.920101, omega: 0.00146575, max_w: 1.0006
mbar: 0.920101, omega: 0.00146575, max_w: 1.0006
mbar: 0.920826, omega: 0.0549574, max_w: 1.05557
mbar: 0.921674, omega: 0.0456115, max_w: 1.04576
mbar: 0.921701, omega: 0.119154, max_w: 1.12556
mbar: 0.923209, omega: 0.117987, max_w: 1.12425
mbar: 0.921468, omega: 0.102076, max_w: 1.1065
mbar: 0.921468, omega: 0.102076, max_w: 1.1065
mbar: 0.920239, omega: 0.0390211, max_w: 1.03889
mbar: 0.922041, omega: 0.0336954, max_w: 1.03337
mbar: 0.922056, omega: 0.0394305, max_w: 1.03931
mbar: 0.919194, omega: 0.0124518, max_w: 1.01165
mbar: 0.919412, omega: 0.0147366, max_w: 1.01397
mbar: 0.920047, omega: 0.00446975, max_w: 1.00361
mbar: 0.919313, omega: 0.00107738, max_w: 1.00021
mbar: 0.92149, omega: 0.0448494, max_w: 1.04496
mbar: 0.921108, omega: 0.0503203, max_w: 1.05069
mbar: 0.921713, omega: 0.00117285, max_w: 1.0003
mbar: 0.92051, omega: 0.0249571, max_w: 1.02438
mbar: 0.921256, omega: 0.0306815, max_w: 1.03026
mbar: 0.919604, omega: 0.0239453, max_w: 1.02334
mbar: 0.921615, omega: 0.00911156, max_w: 1.00827
mbar: 0.918849, omega: 0.00158612, max_w: 1.00072
mbar: 0.923177, omega: 0.121177, max_w: 1.12784
mbar: 0.922553, omega: 0.122334, max_w: 1.12914
mbar: 0.92187, omega: 0.052594, max_w: 1.05308
mbar: 0.920727, omega: 0.0884623, max_w: 1.09154
mbar: 0.920164, omega: 0.0547703, max_w: 1.05538
mbar: 0.922618, omega: 0.0997247, max_w: 1.1039
mbar: 0.921618, omega: 0.0328469, max_w: 1.03249
mbar: 0.923139, omega: 0.112788, max_w: 1.11841
mbar: 0.923286, omega: 0.0955754, max_w: 1.09933
mbar: 0.919807, omega: 0.00120532, max_w: 1.00034
mbar: 0.919807, omega: 0.00120532, max_w: 1.00034
mbar: 0.920709, omega: 0.0147186, max_w: 1.01394
mbar: 0.921607, omega: 0.0903283, max_w: 1.09358
mbar: 0.920603, omega: 0.0141975, max_w: 1.01342
mbar: 0.923937, omega: 0.0564896, max_w: 1.05719
mbar: 0.921995, omega: 0.0443067, max_w: 1.04439
mbar: 0.920546, omega: 0.00619297, max_w: 1.00533
mbar: 0.920276, omega: 0.0265893, max_w: 1.02605
mbar: 0.920597, omega: 0.00510147, max_w: 1.00424
mbar: 0.920354, omega: 0.0088494, max_w: 1.00801
mbar: 0.920354, omega: 0.0088494, max_w: 1.00801
mbar: 0.924272, omega: 0.114468, max_w: 1.12029
mbar: 0.923653, omega: 0.128051, max_w: 1.13562
mbar: 0.92048, omega: 0.0239619, max_w: 1.02336
mbar: 0.918755, omega: 0.00308677, max_w: 1.00222
mbar: 0.920648, omega: 0.00248375, max_w: 1.00161
mbar: 0.91937, omega: 0.00157333, max_w: 1.00071
mbar: 0.921122, omega: 0.00098863, max_w: 1.00012
mbar: 0.920621, omega: 0.0012109, max_w: 1.00034
mbar: 0.919838, omega: 0.0648348, max_w: 1.06605
mbar: 0.920952, omega: 0.0602472, max_w: 1.06117
mbar: 0.920225, omega: 0.0622497, max_w: 1.0633
mbar: 0.921546, omega: 0.055343, max_w: 1.05598
mbar: 0.921819, omega: 0.0361596, max_w: 1.03591
mbar: 0.922167, omega: 0.0252306, max_w: 1.02465
mbar: 0.920535, omega: 0.0190766, max_w: 1.01837
mbar: 0.920038, omega: 0.0370462, max_w: 1.03684
mbar: 0.92006, omega: 0.0285714, max_w: 1.02809
mbar: 0.919664, omega: 0.00194521, max_w: 1.00108
mbar: 0.921664, omega: 0.0011052, max_w: 1.00023
mbar: 0.9206, omega: 0.000845494, max_w: 0.999973
mbar: 0.920217, omega: 0.0158926, max_w: 1.01514
mbar: 0.922257, omega: 0.121313, max_w: 1.12799
mbar: 0.92214, omega: 0.0934085, max_w: 1.09695
mbar: 0.924629, omega: 0.158284, max_w: 1.17692
mbar: 0.923085, omega: 0.116594, max_w: 1.12268
mbar: 0.922862, omega: 0.122965, max_w: 1.12986
mbar: 0.923096, omega: 0.0493751, max_w: 1.04969
mbar: 0.920403, omega: 0.00835502, max_w: 1.00751
mbar: 0.921992, omega: 0.0849876, max_w: 1.08775
mbar: 0.922328, omega: 0.0313194, max_w: 1.03091
mbar: 0.92122, omega: 0.0484888, max_w: 1.04877
mbar: 0.920729, omega: 0.00317092, max_w: 1.0023
mbar: 0.920331, omega: 0.0434457, max_w: 1.04349
mbar: 0.919137, omega: 0.00212961, max_w: 1.00126
mbar: 0.919576, omega: 0.0120512, max_w: 1.01124
mbar: 0.920818, omega: 0.00121834, max_w: 1.00035
mbar: 0.920577, omega: 0.0413737, max_w: 1.04133
mbar: 0.921094, omega: 0.0288112, max_w: 1.02833
mbar: 0.921094, omega: 0.0288112, max_w: 1.02833
mbar: 0.920454, omega: 0.00633044, max_w: 1.00547
mbar: 0.920939, omega: 0.0789516, max_w: 1.08121
mbar: 0.920398, omega: 0.0101823, max_w: 1.00936
mbar: 0.920191, omega: 0.101512, max_w: 1.10588
mbar: 0.919692, omega: 0.0114073, max_w: 1.01059
mbar: 0.920939, omega: 0.121041, max_w: 1.12769
mbar: 0.920898, omega: 0.0472722, max_w: 1.04749
mbar: 0.919585, omega: 0.0409391, max_w: 1.04088
mbar: 0.919553, omega: 0.00456338, max_w: 1.0037
mbar: 0.9213, omega: 0.0068517, max_w: 1.006
mbar: 0.922549, omega: 0.123073, max_w: 1.12998
mbar: 0.923413, omega: 0.110303, max_w: 1.11564
mbar: 0.920191, omega: 0.0324653, max_w: 1.0321
mbar: 0.920806, omega: 0.0485756, max_w: 1.04886
mbar: 0.921845, omega: 0.0391832, max_w: 1.03905
mbar: 0.923501, omega: 0.0316319, max_w: 1.03123
mbar: 0.92403, omega: 0.134165, max_w: 1.14258
mbar: 0.920964, omega: 0.0364121, max_w: 1.03618
mbar: 0.920331, omega: 0.0545236, max_w: 1.05512
mbar: 0.921389, omega: 0.05704, max_w: 1.05778
mbar: 0.922253, omega: 0.0408235, max_w: 1.04076
mbar: 0.919106, omega: 0.000912814, max_w: 1.00004
mbar: 0.920301, omega: 0.00425601, max_w: 1.00339
mbar: 0.922289, omega: 0.0835752, max_w: 1.08621
mbar: 0.92209, omega: 0.0430226, max_w: 1.04305
mbar: 0.921762, omega: 0.114154, max_w: 1.11994
mbar: 0.921483, omega: 0.0493116, max_w: 1.04963
mbar: 0.922498, omega: 0.070428, max_w: 1.07203
mbar: 0.92309, omega: 0.11176, max_w: 1.11727
mbar: 0.923348, omega: 0.120677, max_w: 1.12727
mbar: 0.921441, omega: 0.113349, max_w: 1.11904
mbar: 0.920571, omega: 0.0636512, max_w: 1.06479
mbar: 0.921829, omega: 0.0531236, max_w: 1.05364
mbar: 0.920704, omega: 0.0657325, max_w: 1.06701
mbar: 0.921744, omega: 0.0803792, max_w: 1.08275
mbar: 0.92115, omega: 0.0891488, max_w: 1.09229
mbar: 0.92205, omega: 0.0519627, max_w: 1.05242
mbar: 0.921547, omega: 0.00338254, max_w: 1.00251
mbar: 0.919668, omega: 0.0067057, max_w: 1.00585
mbar: 0.920778, omega: 0.00870571, max_w: 1.00787
mbar: 0.921309, omega: 0.00105904, max_w: 1.00019
mbar: 0.918889, omega: 0.000909795, max_w: 1.00004
mbar: 0.921352, omega: 0.0465409, max_w: 1.04673
mbar: 0.922682, omega: 0.0419953, max_w: 1.04197
mbar: 0.92072, omega: 0.0581942, max_w: 1.059
mbar: 0.922882, omega: 0.057208, max_w: 1.05795
mbar: 0.92259, omega: 0.0553843, max_w: 1.05602
mbar: 0.920011, omega: 0.0344038, max_w: 1.0341
mbar: 0.920948, omega: 0.0324208, max_w: 1.03205
mbar: 0.920544, omega: 0.00646841, max_w: 1.00561
mbar: 0.920398, omega: 0.0315857, max_w: 1.03119
mbar: 0.920704, omega: 0.09025, max_w: 1.09349
mbar: 0.921241, omega: 0.0418625, max_w: 1.04184
mbar: 0.921708, omega: 0.108141, max_w: 1.11323
mbar: 0.921708, omega: 0.108141, max_w: 1.11323
mbar: 0.921524, omega: 0.0925477, max_w: 1.09601
mbar: 0.921011, omega: 0.11199, max_w: 1.11753
mbar: 0.922791, omega: 0.113762, max_w: 1.1195
mbar: 0.919527, omega: 0.0272512, max_w: 1.02673
mbar: 0.920642, omega: 0.00508519, max_w: 1.00422
mbar: 0.922183, omega: 0.121097, max_w: 1.12775
mbar: 0.922799, omega: 0.0697338, max_w: 1.07129
mbar: 0.920407, omega: 0.0124227, max_w: 1.01162
Progress: 44.9977%
Progress: 44.9977% completed
mbar: 0.921322, omega: 0.120342, max_w: 1.1269
mbar: 0.921517, omega: 0.0107385, max_w: 1.00991
mbar: 0.921039, omega: 0.0103731, max_w: 1.00955
mbar: 0.92147, omega: 0.00521355, max_w: 1.00435
mbar: 0.921826, omega: 0.0199939, max_w: 1.0193
mbar: 0.924196, omega: 0.120145, max_w: 1.12667
mbar: 0.921083, omega: 0.0343145, max_w: 1.03401
mbar: 0.92185, omega: 0.0101546, max_w: 1.00932
mbar: 0.92185, omega: 0.0101546, max_w: 1.00932
mbar: 0.922038, omega: 0.0325319, max_w: 1.03217
mbar: 0.920283, omega: 0.014602, max_w: 1.01383
mbar: 0.921077, omega: 0.0447901, max_w: 1.0449
mbar: 0.923261, omega: 0.129515, max_w: 1.13728
mbar: 0.920664, omega: 0.0188187, max_w: 1.01811
mbar: 0.922377, omega: 0.0135309, max_w: 1.01274
mbar: 0.922034, omega: 0.11257, max_w: 1.11817
mbar: 0.920738, omega: 0.0113347, max_w: 1.01052
mbar: 0.920103, omega: 0.10325, max_w: 1.1078
mbar: 0.921338, omega: 0.0525536, max_w: 1.05304
mbar: 0.734338, omega: 0.0135173, max_w: 1.17644
mbar: 0.922516, omega: 0.0764155, max_w: 1.07847
mbar: 0.921628, omega: 0.115483, max_w: 1.12144
mbar: 0.919147, omega: 0.0207886, max_w: 1.02012
mbar: 0.922018, omega: 0.116964, max_w: 1.1231
mbar: 0.921983, omega: 0.0942465, max_w: 1.09787
mbar: 0.921812, omega: 0.0862856, max_w: 1.08917
mbar: 0.923043, omega: 0.120196, max_w: 1.12673
mbar: 0.923759, omega: 0.125075, max_w: 1.13224
mbar: 0.923759, omega: 0.125075, max_w: 1.13224
mbar: 0.923199, omega: 0.125466, max_w: 1.13268
mbar: 0.920254, omega: 0.00205198, max_w: 1.00118
mbar: 0.922109, omega: 0.0401941, max_w: 1.0401
mbar: 0.920218, omega: 0.00348635, max_w: 1.00262
mbar: 0.92103, omega: 0.054126, max_w: 1.05469
mbar: 0.921166, omega: 0.0502492, max_w: 1.05062
mbar: 0.921166, omega: 0.0502492, max_w: 1.05062
mbar: 0.921436, omega: 0.0205289, max_w: 1.01985
mbar: 0.921962, omega: 0.0560513, max_w: 1.05673
mbar: 0.921241, omega: 0.0545589, max_w: 1.05515
mbar: 0.920178, omega: 0.0365927, max_w: 1.03637
mbar: 0.921826, omega: 0.0310431, max_w: 1.03063
mbar: 0.921823, omega: 0.0323195, max_w: 1.03195
mbar: 0.921508, omega: 0.0354457, max_w: 1.03518
mbar: 0.921527, omega: 0.00803072, max_w: 1.00718
mbar: 0.921527, omega: 0.00803072, max_w: 1.00718
mbar: 0.921959, omega: 0.00835772, max_w: 1.00751
mbar: 0.921753, omega: 0.0326601, max_w: 1.0323
mbar: 0.921196, omega: 0.0117589, max_w: 1.01094
mbar: 0.921476, omega: 0.109961, max_w: 1.11526
mbar: 0.922166, omega: 0.0924188, max_w: 1.09587
mbar: 0.921085, omega: 0.0695321, max_w: 1.07107
mbar: 0.919776, omega: 0.0135704, max_w: 1.01278
mbar: 0.923116, omega: 0.103351, max_w: 1.10791
mbar: 0.922629, omega: 0.115343, max_w: 1.12128
mbar: 0.922482, omega: 0.108201, max_w: 1.11329
mbar: 0.921251, omega: 0.119969, max_w: 1.12647
mbar: 0.922014, omega: 0.081048, max_w: 1.08348
mbar: 0.92036, omega: 0.11342, max_w: 1.11913
mbar: 0.922899, omega: 0.093605, max_w: 1.09717
mbar: 0.920975, omega: 0.0811317, max_w: 1.08357
mbar: 0.920677, omega: 0.114921, max_w: 1.12081
mbar: 0.923027, omega: 0.0507864, max_w: 1.05118
mbar: 0.923027, omega: 0.0507864, max_w: 1.05118
mbar: 0.922192, omega: 0.0182519, max_w: 1.01753
mbar: 0.922209, omega: 0.0187973, max_w: 1.01808
mbar: 0.92281, omega: 0.0139029, max_w: 1.01311
mbar: 0.919342, omega: 0.0083615, max_w: 1.00752
mbar: 0.93081, omega: 0.235518, max_w: 1.31223
mbar: 0.92057, omega: 0.00147785, max_w: 1.00061
mbar: 0.920781, omega: 0.0343852, max_w: 1.03408
mbar: 0.919716, omega: 0.0538879, max_w: 1.05445
mbar: 0.920196, omega: 0.00597073, max_w: 1.00511
mbar: 0.922391, omega: 0.0298609, max_w: 1.02941
mbar: 0.920064, omega: 0.0526366, max_w: 1.05313
mbar: 0.921736, omega: 0.0558241, max_w: 1.05649
mbar: 0.921842, omega: 0.00192696, max_w: 1.00105
mbar: 0.920597, omega: 0.100302, max_w: 1.10454
mbar: 0.92048, omega: 0.0460175, max_w: 1.04618
mbar: 0.923383, omega: 0.113534, max_w: 1.11925
mbar: 0.921206, omega: 0.0693553, max_w: 1.07088
mbar: 0.921516, omega: 0.0414353, max_w: 1.04139
mbar: 0.922573, omega: 0.11312, max_w: 1.11879
mbar: 0.921499, omega: 0.0908036, max_w: 1.0941
mbar: 0.924095, omega: 0.0371586, max_w: 1.03695
mbar: 0.921462, omega: 0.0253906, max_w: 1.02482
mbar: 0.92426, omega: 0.0297285, max_w: 1.02927
mbar: 0.920073, omega: 0.0286523, max_w: 1.02817
mbar: 0.919743, omega: 0.00120205, max_w: 1.00033
mbar: 0.922554, omega: 0.0311413, max_w: 1.03073
mbar: 0.733464, omega: 0.0222507, max_w: 1.19501
mbar: 0.920035, omega: 0.0240252, max_w: 1.02342
mbar: 0.924938, omega: 0.135795, max_w: 1.14444
mbar: 0.924391, omega: 0.136331, max_w: 1.14505
mbar: 0.924391, omega: 0.136331, max_w: 1.14505
mbar: 0.925228, omega: 0.130968, max_w: 1.13893
mbar: 0.92135, omega: 0.04541, max_w: 1.04555
mbar: 0.921819, omega: 0.0132403, max_w: 1.01244
mbar: 0.921654, omega: 0.0553365, max_w: 1.05597
mbar: 0.921654, omega: 0.0553365, max_w: 1.05597
mbar: 0.92273, omega: 0.0561431, max_w: 1.05682
mbar: 0.922566, omega: 0.0503816, max_w: 1.05075
mbar: 0.921566, omega: 0.0264928, max_w: 1.02595
mbar: 0.921515, omega: 0.0100135, max_w: 1.00918
mbar: 0.921937, omega: 0.00888991, max_w: 1.00805
mbar: 0.920206, omega: 0.00934314, max_w: 1.00851
mbar: 0.735455, omega: 0.10425, max_w: 1.38259
mbar: 0.735334, omega: 0.106279, max_w: 1.3882
mbar: 0.733745, omega: 0.0606333, max_w: 1.2783
mbar: 0.92155, omega: 0.0137828, max_w: 1.01299
mbar: 0.922467, omega: 0.118335, max_w: 1.12464
mbar: 0.920155, omega: 0.0188298, max_w: 1.01812
mbar: 0.920176, omega: 0.020712, max_w: 1.02004
mbar: 0.921593, omega: 0.118318, max_w: 1.12462
mbar: 0.92147, omega: 0.0964352, max_w: 1.10028
mbar: 0.921998, omega: 0.0653434, max_w: 1.06659
mbar: 0.922841, omega: 0.106666, max_w: 1.11159
mbar: 0.920365, omega: 0.0807222, max_w: 1.08313
mbar: 0.922799, omega: 0.130636, max_w: 1.13856
mbar: 0.922799, omega: 0.130636, max_w: 1.13856
mbar: 0.921635, omega: 0.131445, max_w: 1.13948
mbar: 0.923308, omega: 0.0646513, max_w: 1.06585
mbar: 0.922486, omega: 0.0489354, max_w: 1.04923
mbar: 0.743676, omega: 0.213484, max_w: 1.69481
mbar: 0.921573, omega: 0.0168599, max_w: 1.01611
mbar: 0.92238, omega: 0.0256482, max_w: 1.02508
mbar: 0.920602, omega: 0.00614275, max_w: 1.00528
mbar: 0.922483, omega: 0.0158618, max_w: 1.0151
mbar: 0.732698, omega: 0.0257483, max_w: 1.20334
mbar: 0.91992, omega: 0.0494907, max_w: 1.04982
mbar: 0.921536, omega: 0.0395873, max_w: 1.03947
mbar: 0.921811, omega: 0.0234775, max_w: 1.02286
mbar: 0.921609, omega: 0.0524091, max_w: 1.05289
mbar: 0.922182, omega: 0.0460997, max_w: 1.04626
mbar: 0.922115, omega: 0.0233207, max_w: 1.0227
mbar: 0.919844, omega: 0.0111672, max_w: 1.01035
mbar: 0.919742, omega: 0.0393701, max_w: 1.03925
mbar: 0.733237, omega: 0.0507201, max_w: 1.25646
mbar: 0.921032, omega: 0.00317427, max_w: 1.00231
mbar: 0.922159, omega: 0.106386, max_w: 1.11128
mbar: 0.920974, omega: 0.0975474, max_w: 1.1015
mbar: 0.921327, omega: 0.0366453, max_w: 1.03642
mbar: 0.920834, omega: 0.0350119, max_w: 1.03473
mbar: 0.734282, omega: 0.0713573, max_w: 1.3026
mbar: 0.922226, omega: 0.0332556, max_w: 1.03291
mbar: 0.734716, omega: 0.0263656, max_w: 1.20094
mbar: 0.921963, omega: 0.0320538, max_w: 1.03167
mbar: 0.734985, omega: 0.0769974, max_w: 1.31476
mbar: 0.921075, omega: 0.0398414, max_w: 1.03974
mbar: 0.92172, omega: 0.0486138, max_w: 1.0489
mbar: 0.923381, omega: 0.0595711, max_w: 1.06045
mbar: 0.921484, omega: 0.0906804, max_w: 1.09396
mbar: 0.923034, omega: 0.0295765, max_w: 1.02911
mbar: 0.922156, omega: 0.118757, max_w: 1.12511
mbar: 0.920269, omega: 0.106362, max_w: 1.11126
mbar: 0.920269, omega: 0.106362, max_w: 1.11126
mbar: 0.922728, omega: 0.0968701, max_w: 1.10075
mbar: 0.920943, omega: 0.124949, max_w: 1.1321
mbar: 0.922802, omega: 0.122004, max_w: 1.12877
mbar: 0.923078, omega: 0.128041, max_w: 1.1356
mbar: 0.923237, omega: 0.130069, max_w: 1.13791
mbar: 0.927309, omega: 0.0484199, max_w: 1.04868
mbar: 0.920137, omega: 0.0398673, max_w: 1.03977
mbar: 0.921559, omega: 0.039803, max_w: 1.0397
mbar: 0.921105, omega: 0.00599824, max_w: 1.00514
mbar: 0.921834, omega: 0.0328467, max_w: 1.03249
mbar: 0.920695, omega: 0.00491706, max_w: 1.00405
mbar: 0.922673, omega: 0.048219, max_w: 1.04848
mbar: 0.922035, omega: 0.0498563, max_w: 1.0502
mbar: 0.921261, omega: 0.0106257, max_w: 1.0098
mbar: 0.922602, omega: 0.10734, max_w: 1.11234
mbar: 0.920277, omega: 0.0401869, max_w: 1.0401
mbar: 0.921073, omega: 0.0341657, max_w: 1.03385
mbar: 0.919339, omega: 0.00943324, max_w: 1.0086
mbar: 0.734777, omega: 0.0864869, max_w: 1.33864
mbar: 0.921592, omega: 0.033596, max_w: 1.03327
mbar: 0.922437, omega: 0.0618688, max_w: 1.06289
mbar: 0.73406, omega: 0.109187, max_w: 1.39886
mbar: 0.921559, omega: 0.105608, max_w: 1.11042
